VCS2468,Gaizhou Landfill Gas Power Generation Project,VCS,No,Registered,Waste Management,Landfill Methane,Reduction,ACM0001,East Asia,China,,,"Gaizhou Xinzhongshui Environmental Protection Technology Co., Ltd.",0.00,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,134180,,VCS,,,,,,Energy industries (renewable/non-renewable sources); Waste handling and disposal,https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,v2 9-2021,,,0
VCS2525,Ziyang LFG Power Generation Project,VCS,No,Registered,Waste Management,Landfill Methane,Reduction,ACM0001,East Asia,China,,,Ziyang Oasis Xinzhongshui Environmental Protection Technology Co. Ltd.,0.00,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,81291,,VCS,,,,,,Energy industries (renewable/non-renewable sources); Waste handling and disposal,https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,v3 12-2021,,,0
VCS2573,SANTIAGO PONIENTE LANDFILL GAS  PROJECT,VCS,No,Under development,Waste Management,Landfill Methane,Reduction,ACM0001,South America,Chile,,,Veolia,0.00,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,358590,,VCS,,,,,,Energy industries (renewable/non-renewable sources); Waste handling and disposal,https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,v3 12-2021,,,0
VCS2601,EnviroServ- Chloorkop Landfill Gas Recovery Project,VCS,No,Registration and verification approval requested,Waste Management,Landfill Methane,Reduction,ACM0001,Sub Saharan Africa,South Africa,,,EnviroServ Waste Management,0.00,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,73041,,VCS,,,,,,Waste handling and disposal,https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,v3 12-2021,,,0
VCS2605,İZMIR LANDFILL GAS (LFG) CAPTURE AND UTILIZATION PROJECT,VCS,No,Under validation,Waste Management,Landfill Methane,Reduction,ACM0001,Middle East,Turkey,,,Multiple Proponents,0.00,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,618042,,VCS,,,,,,Energy industries (renewable/non-renewable sources); Waste handling and disposal,https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,v5 4-2022,,,0
VCS2645,BALIKESİR LANDFILL GAS (LFG) CAPTURE AND UTILIZATION PROJECT,VCS,No,Under development,Waste Management,Landfill Methane,Reduction,ACM0001,Middle East,Turkey,,,Multiple Proponents,0.00,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,185502,,VCS,,,,,,Energy industries (renewable/non-renewable sources); Waste handling and disposal,https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,v5 4-2022,,,0
VCS2668,Suzhou Landfill in Anhui Province Gas Utilization Project,VCS,No,Rejected by Administrator,Waste Management,Landfill Methane,Reduction,ACM0001,East Asia,China,,,"Henan BCCY Environmental Energy CO.,LTD.",0.00,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,47389,,VCS,,,,,,Energy industries (renewable/non-renewable sources); Waste handling and disposal,https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,v4 2-2022,,,0
VCS2669,Shenyang Daxin Landfill Gas to Electricity Project,VCS,No,Rejected by Administrator,Waste Management,Landfill Methane,Reduction,ACM0001,East Asia,China,,,"Henan BCCY Environmental Energy CO.,LTD.",0.00,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,146158,,VCS,,,,,,Energy industries (renewable/non-renewable sources); Waste handling and disposal,https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,v4 2-2022,,,0
VCS2677,Anyang Tanggou MSW landfill site LFG recovery to power project,VCS,No,Rejected by Administrator,Waste Management,Landfill Methane,Reduction,ACM0001,East Asia,China,,,"Henan BCCY Environmental Energy CO.,LTD.",0.00,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,56347,,VCS,,,,,,Energy industries (renewable/non-renewable sources); Waste handling and disposal,https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,v4 2-2022,,,0
VCS2728,Huaibin MSW Landfill Site LFG Recovery and Comprehensive Utilization Project,VCS,No,Registration requested,Waste Management,Landfill Methane,Reduction,ACM0001,East Asia,China,,,"Henan BCCY Environmental Energy CO.,LTD.",0.00,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,59196,,VCS,,,,,,Energy industries (renewable/non-renewable sources); Waste handling and disposal,https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,v4 2-2022,,,0
VCS2731,Xuzhou Yanqun MSW Landfill Site LFG Recovery to Power Project,VCS,No,Registration requested,Waste Management,Landfill Methane,Reduction,ACM0001,East Asia,China,,,"Henan BCCY Environmental Energy CO.,LTD.",0.00,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,101798,,VCS,,,,,,Energy industries (renewable/non-renewable sources); Waste handling and disposal,https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,v4 2-2022,,,0
VCS2863,Xinmi urban domestic waste gas harmless treatment and comprehensive utilization project,VCS,No,Registration requested,Waste Management,Landfill Methane,Reduction,ACM0001,East Asia,China,,,"Henan BCCY Environmental Energy CO.,LTD.",0.00,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,128568,,VCS,,,,,,Energy industries (renewable/non-renewable sources); Waste handling and disposal,https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,v5 4-2022,,,0
VCS9,Worcester County Renewable Energy Landfill Gas Collection and Combustion Project,VCS,No,Withdrawn,Waste Management,Landfill Methane,Reduction,ACM0001,North America,United States,,,TerraPass,0.00,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,104000,,VCS,,,,,,Waste handling and disposal,https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,v1 4-2021,,,0
VCS2332,Culiacan Norther Landfill Ga Project,VCS,No,Units Transferred from Approved GHG Program,Waste Management,Landfill Methane,Reduction,ACM0001,North America,Mexico,,,Converted From a another GHG program CDM,375.00,375,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,42746,,VCS,,,,,,Waste handling and disposal,https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,0,0,,,v1 4-2021,,,2013
VCS1910,"Bionersis landfill project in Pasto, Colombia",VCS,No,Registered,Waste Management,Landfill Methane,Reduction,ACM0001,South America,Colombia,,,Credits transferred from approved GHG program,466.00,0,466,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,0,0,0,0,0,0,0,0,0,0,0,,,,,54343,,VCS,,,,,,Energy industries (renewable/non-renewable sources),https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,0,0,0,,,v1 4-2021,,,2011
VCS2511,Joburg Landfill Gas to Energy Project.,VCS,No,Units Transferred from Approved GHG Program,Waste Management,Landfill Methane,Reduction,ACM0001,Sub Saharan Africa,South Africa,,,Converted from other GHG program,"11,645.00","11,645",0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,"1,769",0,0,0,"4,588","5,227",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,645",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,480155,,VCS,,,,,Verification Approved,Waste handling and disposal,https://www.vcsprojectdatabase.org/#/projects,https://cdm.unfccc.int/Projects/DB/BVQI1343063541.26/view?cp=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,645",0,,,v2 9-2021,,,2013
VCS356,Methane capture and destruction on La Hormiga landfill in San Felipe and El Belloto landfill in Quilpue,VCS,No,Registered,Waste Management,Landfill Methane,Reduction,ACM0001,South America,Chile,,,Bionersis S.A.,"11,824.00","8,641","3,183",2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,824",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,530",0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,183",0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,26868,,VCS,,,,,,Waste handling and disposal,https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,824",0,0,0,0,0,0,0,0,0,0,0,0,,,v1 4-2021,,,2009
VCS1228,El Panul,VCS,No,Registered,Waste Management,Landfill Methane,Reduction,ACM0001,South America,Chile,,,EcoSecurities International Limited,"17,973.00","7,967","10,006",2008,0,0,0,0,0,0,0,0,0,0,0,0,"7,967","10,006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,967",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,006",0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,10000,,VCS,,,,,,Waste handling and disposal,https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17,973",0,0,0,0,0,0,0,0,,,v1 4-2021,,,2008
VCS946,Shoosmith Sanitary Landfill Gas Combustion Project,VCS,No,Registered,Waste Management,Landfill Methane,Reduction,ACM0001,North America,United States,,,Shoosmith Brothers Inc,"18,107.00","18,107",0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"18,107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"18,107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,50000,,VCS,,,,,,Waste handling and disposal,https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"18,107",0,0,0,0,0,0,0,0,0,0,,,v1 4-2021,,,2012
VCS479,Curva de Rodas and La Pradera landfill gas management project,VCS,No,Registered,Waste Management,Landfill Methane,Reduction,ACM0001,South America,Colombia,,,Green Gas Colombia,"19,722.00","19,722",0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"19,722",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612,"1,102","5,592","12,276",104,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,167321,,VCS,,,,,,Waste handling and disposal,https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"19,722",0,0,0,0,0,0,0,0,0,0,0,0,,,v1 4-2021,,,2009
VCS966,Tecamac EcoMethane Landfill Gas to Energy Project,VCS,No,Registered,Waste Management,Landfill Methane,Reduction,ACM0001,North America,Mexico,,,Biogas Technology Ltd,"20,955.00",0,"20,955",2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"20,955",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20,955",0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,20000,,VCS,,,,,,Energy industries (renewable/non-renewable sources),https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20,955",0,0,0,0,0,0,0,0,0,,,v1 4-2021,,,2009
VCS1564,"Landfill gas recovery and electricity generation at ‚ÄúMtoni Dumpsite‚Äù, Dar Es Salaam, Tanzania",VCS,No,Units Transferred from Approved GHG Program,Waste Management,Landfill Methane,Reduction,ACM0001,Sub Saharan Africa,Tanzania,,,Credits transferred from approved GHG program,"25,200.00","4,408","20,792",2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"25,200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,408",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20,792",0,0,0,0,0,0,0,0,0,0,,,,,202271,,VCS,,,,,,Waste handling and disposal,https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"25,200",0,0,0,0,0,0,,,v1 4-2021,,,2012
VCS466,McCommas Bluff Landfill Gas Processing Facility ‚Äì Gas Production and Distribution Project,VCS,No,Registered,Waste Management,Landfill Methane,Reduction,ACM0001,North America,United States,,,Dallas Clean Energy LLC,"33,269.00","33,269",0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"33,269",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"33,269",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,329299,,VCS,,,,,,Waste handling and disposal,https://www.vcsprojectdatabase.org/#/projects,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"33,269",0,0,0,0,0,0,0,0,0,0,0,,,v1 4-2021,,,2010
